,Year,Location Short,Location,Data Value 1,Data Value 2,Low Confidence Limit,High Confidence Limit,Lat and Long,Location ID,Category
234073,2011,SC,South Carolina,9.7,9.7,5.2,14.2,"(33.998821303000454, -81.04537120699968)",45,RACE
234074,2011,SC,South Carolina,4.2,4.2,2.4,6.1,"(33.998821303000454, -81.04537120699968)",45,RACE
234075,2011,SC,South Carolina,4.1,4.1,3.9,4.3,"(33.998821303000454, -81.04537120699968)",45,OVERALL
234076,2011,SC,South Carolina,4.2,4.2,3.9,4.4,"(33.998821303000454, -81.04537120699968)",45,RACE
234077,2011,SD,South Dakota,,,,,"(44.353130053000484, -100.3735306369997)",46,RACE
234078,2011,SD,South Dakota,3.6,3.6,3.1,4.1,"(44.353130053000484, -100.3735306369997)",46,GENDER
234079,2011,SD,South Dakota,3.8,3.8,1.7,5.9,"(44.353130053000484, -100.3735306369997)",46,RACE
234080,2011,SD,South Dakota,2.4,2.4,2.0,2.9,"(44.353130053000484, -100.3735306369997)",46,GENDER
234081,2011,SD,South Dakota,,,,,"(44.353130053000484, -100.3735306369997)",46,RACE
234082,2011,SD,South Dakota,4.1,4.1,2.6,5.6,"(44.353130053000484, -100.3735306369997)",46,RACE
234083,2011,SD,South Dakota,3.0,3.0,2.7,3.3,"(44.353130053000484, -100.3735306369997)",46,OVERALL
234084,2011,SD,South Dakota,2.9,2.9,2.5,3.2,"(44.353130053000484, -100.3735306369997)",46,RACE
234085,2011,TN,Tennessee,4.2,4.2,2.6,5.7,"(35.68094058000048, -85.77449091399967)",47,RACE
234086,2011,TN,Tennessee,4.5,4.5,3.8,5.2,"(35.68094058000048, -85.77449091399967)",47,GENDER
234087,2011,TN,Tennessee,,,,,"(35.68094058000048, -85.77449091399967)",47,RACE
234088,2011,TN,Tennessee,3.0,3.0,2.4,3.6,"(35.68094058000048, -85.77449091399967)",47,GENDER
234089,2011,TN,Tennessee,,,,,"(35.68094058000048, -85.77449091399967)",47,RACE
234090,2011,TN,Tennessee,,,,,"(35.68094058000048, -85.77449091399967)",47,RACE
234091,2011,TN,Tennessee,3.8,3.8,3.3,4.2,"(35.68094058000048, -85.77449091399967)",47,OVERALL
234092,2011,TN,Tennessee,3.7,3.7,3.2,4.2,"(35.68094058000048, -85.77449091399967)",47,RACE
234093,2011,TX,Texas,3.9,3.9,3.1,4.6,"(31.827240407000488, -99.42677020599967)",48,RACE
234094,2011,TX,Texas,4.2,4.2,3.9,4.5,"(31.827240407000488, -99.42677020599967)",48,GENDER
234095,2011,TX,Texas,3.6,3.6,3.2,3.9,"(31.827240407000488, -99.42677020599967)",48,RACE
234096,2011,TX,Texas,2.9,2.9,2.6,3.2,"(31.827240407000488, -99.42677020599967)",48,GENDER
234097,2011,TX,Texas,8.0,8.0,5.5,10.5,"(31.827240407000488, -99.42677020599967)",48,RACE
234098,2011,TX,Texas,2.7,2.7,1.8,3.6,"(31.827240407000488, -99.42677020599967)",48,RACE
234099,2011,TX,Texas,3.6,3.6,3.4,3.8,"(31.827240407000488, -99.42677020599967)",48,OVERALL
234100,2011,TX,Texas,3.5,3.5,3.2,3.8,"(31.827240407000488, -99.42677020599967)",48,RACE
234101,2011,US,United States,4.3,4.3,4.2,4.5,,59,GENDER
234102,2011,US,United States,3.3,3.3,3.0,3.4,,59,GENDER
234103,2011,US,United States,3.8,3.8,3.6,4.0,,59,OVERALL
234104,2011,UT,Utah,,,,,"(39.360700171000474, -111.58713063499971)",49,RACE
234105,2011,UT,Utah,4.2,4.2,3.9,4.5,"(39.360700171000474, -111.58713063499971)",49,GENDER
234106,2011,UT,Utah,3.7,3.7,3.0,4.5,"(39.360700171000474, -111.58713063499971)",49,RACE
234107,2011,UT,Utah,3.0,3.0,2.8,3.3,"(39.360700171000474, -111.58713063499971)",49,GENDER
234108,2011,UT,Utah,4.0,4.0,2.1,5.9,"(39.360700171000474, -111.58713063499971)",49,RACE
234109,2011,UT,Utah,3.5,3.5,2.5,4.5,"(39.360700171000474, -111.58713063499971)",49,RACE
234110,2011,UT,Utah,3.6,3.6,3.4,3.8,"(39.360700171000474, -111.58713063499971)",49,OVERALL
234111,2011,UT,Utah,3.6,3.6,3.4,3.8,"(39.360700171000474, -111.58713063499971)",49,RACE
234112,2011,VA,Virginia,3.3,3.3,2.7,4.0,"(37.54268067400045, -78.45789046299967)",51,RACE
234113,2011,VA,Virginia,3.7,3.7,3.4,4.1,"(37.54268067400045, -78.45789046299967)",51,GENDER
234114,2011,VA,Virginia,2.6,2.6,1.6,3.6,"(37.54268067400045, -78.45789046299967)",51,RACE
234115,2011,VA,Virginia,3.0,3.0,2.6,3.4,"(37.54268067400045, -78.45789046299967)",51,GENDER
234116,2011,VA,Virginia,3.0,3.0,1.8,4.2,"(37.54268067400045, -78.45789046299967)",51,RACE
234117,2011,VA,Virginia,3.6,3.6,1.8,5.4,"(37.54268067400045, -78.45789046299967)",51,RACE
234118,2011,VA,Virginia,3.4,3.4,3.1,3.6,"(37.54268067400045, -78.45789046299967)",51,OVERALL
234119,2011,VA,Virginia,3.4,3.4,3.1,3.7,"(37.54268067400045, -78.45789046299967)",51,RACE
234120,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
234121,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
234122,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
234123,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
234124,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
234125,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
234126,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,OVERALL
234127,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
234128,2011,VT,Vermont,,,,,"(43.62538123900049, -72.51764079099962)",50,RACE
234129,2011,VT,Vermont,4.0,4.0,3.6,4.3,"(43.62538123900049, -72.51764079099962)",50,GENDER
234130,2011,VT,Vermont,7.2,7.2,3.2,11.3,"(43.62538123900049, -72.51764079099962)",50,RACE
234131,2011,VT,Vermont,6.8,6.8,3.5,10.1,"(43.62538123900049, -72.51764079099962)",50,RACE
234132,2011,VT,Vermont,5.7,5.7,3.1,8.4,"(43.62538123900049, -72.51764079099962)",50,RACE
234133,2011,VT,Vermont,3.7,3.7,3.4,4.0,"(43.62538123900049, -72.51764079099962)",50,OVERALL
234134,2011,VT,Vermont,3.6,3.6,3.3,3.8,"(43.62538123900049, -72.51764079099962)",50,RACE
234135,2011,WA,Washington,4.5,4.5,3.2,5.8,"(47.52227862900048, -120.47001078999972)",53,RACE
234136,2011,WA,Washington,4.4,4.4,4.1,4.7,"(47.52227862900048, -120.47001078999972)",53,GENDER
234137,2011,WA,Washington,3.1,3.1,2.4,3.8,"(47.52227862900048, -120.47001078999972)",53,RACE
234138,2011,WA,Washington,3.0,3.0,2.7,3.4,"(47.52227862900048, -120.47001078999972)",53,GENDER
234139,2011,WA,Washington,4.9,4.9,3.6,6.1,"(47.52227862900048, -120.47001078999972)",53,RACE
234140,2011,WA,Washington,2.7,2.7,2.1,3.4,"(47.52227862900048, -120.47001078999972)",53,RACE
234141,2011,WA,Washington,3.7,3.7,3.5,4.0,"(47.52227862900048, -120.47001078999972)",53,OVERALL
234142,2011,WA,Washington,3.9,3.9,3.6,4.1,"(47.52227862900048, -120.47001078999972)",53,RACE
234143,2011,WI,Wisconsin,6.3,6.3,4.0,8.6,"(44.39319117400049, -89.81637074199966)",55,RACE
234144,2011,WI,Wisconsin,3.8,3.8,3.4,4.2,"(44.39319117400049, -89.81637074199966)",55,GENDER
234145,2011,WI,Wisconsin,,,,,"(44.39319117400049, -89.81637074199966)",55,RACE
234146,2011,WI,Wisconsin,2.6,2.6,2.2,3.1,"(44.39319117400049, -89.81637074199966)",55,GENDER
234147,2011,WI,Wisconsin,,,,,"(44.39319117400049, -89.81637074199966)",55,RACE
234148,2011,WI,Wisconsin,,,,,"(44.39319117400049, -89.81637074199966)",55,RACE
234149,2011,WI,Wisconsin,3.2,3.2,2.9,3.6,"(44.39319117400049, -89.81637074199966)",55,OVERALL
234150,2011,WI,Wisconsin,3.1,3.1,2.8,3.4,"(44.39319117400049, -89.81637074199966)",55,RACE
234151,2011,WV,West Virginia,5.3,5.3,3.4,7.3,"(38.66551020200046, -80.71264013499967)",54,RACE
234152,2011,WV,West Virginia,5.3,5.3,4.9,5.7,"(38.66551020200046, -80.71264013499967)",54,GENDER
234153,2011,WV,West Virginia,4.4,4.4,2.1,6.7,"(38.66551020200046, -80.71264013499967)",54,RACE
234154,2011,WV,West Virginia,3.8,3.8,3.3,4.3,"(38.66551020200046, -80.71264013499967)",54,GENDER
234155,2011,WV,West Virginia,7.2,7.2,4.1,10.2,"(38.66551020200046, -80.71264013499967)",54,RACE
234156,2011,WV,West Virginia,5.2,5.2,2.5,7.9,"(38.66551020200046, -80.71264013499967)",54,RACE
234157,2011,WV,West Virginia,4.6,4.6,4.3,4.9,"(38.66551020200046, -80.71264013499967)",54,OVERALL
234158,2011,WV,West Virginia,4.5,4.5,4.2,4.9,"(38.66551020200046, -80.71264013499967)",54,RACE
234159,2011,WY,Wyoming,,,,,"(43.23554134300048, -108.10983035299967)",56,RACE
234160,2011,WY,Wyoming,4.2,4.2,3.8,4.7,"(43.23554134300048, -108.10983035299967)",56,GENDER
234161,2011,WY,Wyoming,3.8,3.8,2.8,4.9,"(43.23554134300048, -108.10983035299967)",56,RACE
234162,2011,WY,Wyoming,2.8,2.8,2.4,3.2,"(43.23554134300048, -108.10983035299967)",56,GENDER
234163,2011,WY,Wyoming,,,,,"(43.23554134300048, -108.10983035299967)",56,RACE
234164,2011,WY,Wyoming,4.1,4.1,1.9,6.4,"(43.23554134300048, -108.10983035299967)",56,RACE
234165,2011,WY,Wyoming,3.5,3.5,3.2,3.8,"(43.23554134300048, -108.10983035299967)",56,OVERALL
234166,2011,WY,Wyoming,3.4,3.4,3.1,3.7,"(43.23554134300048, -108.10983035299967)",56,RACE
264110,2014,AR,Arkansas,5.0,5.0,4.5,5.5,"(34.74865012400045, -92.27449074299966)",5,GENDER
277639,2014,WY,Wyoming,2.4,2.4,2.0,2.9,"(43.23554134300048, -108.10983035299967)",56,GENDER
304174,2014,AL,Alabama,4.7,4.7,4.4,5.0,"(32.84057112200048, -86.63186076199969)",1,OVERALL
304693,2014,DC,District of Columbia,2.9,2.9,2.4,3.5,"(38.907192, -77.036871)",11,GENDER
305053,2014,AK,Alaska,3.6,3.6,1.6,5.7,"(64.84507995700051, -147.72205903599973)",2,RACE
305054,2014,AK,Alaska,3.4,3.4,3.0,3.8,"(64.84507995700051, -147.72205903599973)",2,GENDER
305055,2014,AK,Alaska,4.6,4.6,2.6,6.7,"(64.84507995700051, -147.72205903599973)",2,RACE
305056,2014,AK,Alaska,2.5,2.5,2.1,3.0,"(64.84507995700051, -147.72205903599973)",2,GENDER
305057,2014,AK,Alaska,3.5,3.5,2.0,4.9,"(64.84507995700051, -147.72205903599973)",2,RACE
305058,2014,AK,Alaska,2.6,2.6,1.9,3.2,"(64.84507995700051, -147.72205903599973)",2,RACE
305059,2014,AK,Alaska,3.0,3.0,2.7,3.3,"(64.84507995700051, -147.72205903599973)",2,OVERALL
305060,2014,AK,Alaska,2.8,2.8,2.5,3.2,"(64.84507995700051, -147.72205903599973)",2,RACE
305061,2014,AL,Alabama,4.8,4.8,4.3,5.4,"(32.84057112200048, -86.63186076199969)",1,RACE
305062,2014,AL,Alabama,5.6,5.6,5.2,6.0,"(32.84057112200048, -86.63186076199969)",1,GENDER
305063,2014,AL,Alabama,4.6,4.6,2.3,6.8,"(32.84057112200048, -86.63186076199969)",1,RACE
305064,2014,AL,Alabama,3.6,3.6,3.2,4.1,"(32.84057112200048, -86.63186076199969)",1,GENDER
305065,2014,AL,Alabama,4.9,4.9,2.5,7.4,"(32.84057112200048, -86.63186076199969)",1,RACE
305066,2014,AL,Alabama,4.3,4.3,2.7,5.9,"(32.84057112200048, -86.63186076199969)",1,RACE
305068,2014,AL,Alabama,4.6,4.6,4.3,5.0,"(32.84057112200048, -86.63186076199969)",1,RACE
305069,2014,AR,Arkansas,4.0,4.0,3.0,4.9,"(34.74865012400045, -92.27449074299966)",5,RACE
305070,2014,AR,Arkansas,5.1,5.1,4.6,5.7,"(34.74865012400045, -92.27449074299966)",5,GENDER
305071,2014,AR,Arkansas,2.8,2.8,1.6,4.1,"(34.74865012400045, -92.27449074299966)",5,RACE
305072,2014,AR,Arkansas,3.6,3.6,3.1,4.2,"(34.74865012400045, -92.27449074299966)",5,GENDER
305073,2014,AR,Arkansas,8.1,8.1,5.1,11.1,"(34.74865012400045, -92.27449074299966)",5,RACE
305074,2014,AR,Arkansas,5.5,5.5,3.3,7.8,"(34.74865012400045, -92.27449074299966)",5,RACE
305075,2014,AR,Arkansas,4.4,4.4,4.0,4.8,"(34.74865012400045, -92.27449074299966)",5,OVERALL
305076,2014,AR,Arkansas,4.6,4.6,4.1,5.1,"(34.74865012400045, -92.27449074299966)",5,RACE
305077,2014,AZ,Arizona,3.9,3.9,2.7,5.0,"(34.865970280000454, -111.76381127699972)",4,RACE
305078,2014,AZ,Arizona,4.1,4.1,3.8,4.4,"(34.865970280000454, -111.76381127699972)",4,GENDER
305079,2014,AZ,Arizona,3.8,3.8,3.3,4.4,"(34.865970280000454, -111.76381127699972)",4,RACE
305080,2014,AZ,Arizona,3.2,3.2,2.9,3.6,"(34.865970280000454, -111.76381127699972)",4,GENDER
305081,2014,AZ,Arizona,6.1,6.1,4.0,8.2,"(34.865970280000454, -111.76381127699972)",4,RACE
305082,2014,AZ,Arizona,3.9,3.9,3.0,4.8,"(34.865970280000454, -111.76381127699972)",4,RACE
305083,2014,AZ,Arizona,3.7,3.7,3.5,3.9,"(34.865970280000454, -111.76381127699972)",4,OVERALL
305084,2014,AZ,Arizona,3.8,3.8,3.5,4.1,"(34.865970280000454, -111.76381127699972)",4,RACE
305085,2014,CA,California,5.0,5.0,3.9,6.1,"(37.63864012300047, -120.99999953799971)",6,RACE
305086,2014,CA,California,4.2,4.2,3.9,4.6,"(37.63864012300047, -120.99999953799971)",6,GENDER
305087,2014,CA,California,3.5,3.5,3.1,4.0,"(37.63864012300047, -120.99999953799971)",6,RACE
305088,2014,CA,California,2.9,2.9,2.6,3.2,"(37.63864012300047, -120.99999953799971)",6,GENDER
305089,2014,CA,California,5.0,5.0,3.7,6.4,"(37.63864012300047, -120.99999953799971)",6,RACE
305090,2014,CA,California,3.1,3.1,2.5,3.7,"(37.63864012300047, -120.99999953799971)",6,RACE
305091,2014,CA,California,3.6,3.6,3.4,3.8,"(37.63864012300047, -120.99999953799971)",6,OVERALL
305092,2014,CA,California,3.9,3.9,3.6,4.2,"(37.63864012300047, -120.99999953799971)",6,RACE
305093,2014,CO,Colorado,3.2,3.2,2.3,4.1,"(38.843840757000464, -106.13361092099967)",8,RACE
305094,2014,CO,Colorado,3.7,3.7,3.5,4.0,"(38.843840757000464, -106.13361092099967)",8,GENDER
305095,2014,CO,Colorado,3.3,3.3,2.9,3.7,"(38.843840757000464, -106.13361092099967)",8,RACE
305096,2014,CO,Colorado,2.6,2.6,2.4,2.9,"(38.843840757000464, -106.13361092099967)",8,GENDER
305097,2014,CO,Colorado,4.5,4.5,3.1,5.8,"(38.843840757000464, -106.13361092099967)",8,RACE
305098,2014,CO,Colorado,3.4,3.4,2.4,4.4,"(38.843840757000464, -106.13361092099967)",8,RACE
305099,2014,CO,Colorado,3.2,3.2,3.0,3.3,"(38.843840757000464, -106.13361092099967)",8,OVERALL
305100,2014,CO,Colorado,3.2,3.2,3.0,3.4,"(38.843840757000464, -106.13361092099967)",8,RACE
305101,2014,CT,Connecticut,3.7,3.7,2.8,4.7,"(41.56266102000046, -72.64984095199964)",9,RACE
305102,2014,CT,Connecticut,4.3,4.3,3.9,4.7,"(41.56266102000046, -72.64984095199964)",9,GENDER
305103,2014,CT,Connecticut,3.9,3.9,3.2,4.7,"(41.56266102000046, -72.64984095199964)",9,RACE
305104,2014,CT,Connecticut,3.0,3.0,2.7,3.3,"(41.56266102000046, -72.64984095199964)",9,GENDER
305105,2014,CT,Connecticut,7.1,7.1,3.8,10.4,"(41.56266102000046, -72.64984095199964)",9,RACE
305106,2014,CT,Connecticut,2.6,2.6,1.6,3.6,"(41.56266102000046, -72.64984095199964)",9,RACE
305107,2014,CT,Connecticut,3.7,3.7,3.4,3.9,"(41.56266102000046, -72.64984095199964)",9,OVERALL
305108,2014,CT,Connecticut,3.8,3.8,3.5,4.1,"(41.56266102000046, -72.64984095199964)",9,RACE
305109,2014,DC,District of Columbia,4.4,4.4,3.6,5.2,"(38.907192, -77.036871)",11,RACE
305110,2014,DC,District of Columbia,3.7,3.7,3.1,4.3,"(38.907192, -77.036871)",11,GENDER
305111,2014,DC,District of Columbia,1.7,1.7,0.8,2.6,"(38.907192, -77.036871)",11,RACE
305112,2014,DC,District of Columbia,5.1,5.1,2.7,7.6,"(38.907192, -77.036871)",11,RACE
305113,2014,DC,District of Columbia,4.9,4.9,2.7,7.1,"(38.907192, -77.036871)",11,RACE
305114,2014,DC,District of Columbia,3.3,3.3,2.9,3.7,"(38.907192, -77.036871)",11,OVERALL
305115,2014,DC,District of Columbia,2.2,2.2,1.8,2.5,"(38.907192, -77.036871)",11,RACE
305116,2014,DE,Delaware,2.7,2.7,2.1,3.3,"(39.008830667000495, -75.57774116799965)",10,RACE
305117,2014,DE,Delaware,4.0,4.0,3.5,4.5,"(39.008830667000495, -75.57774116799965)",10,GENDER
305118,2014,DE,Delaware,4.0,4.0,2.5,5.5,"(39.008830667000495, -75.57774116799965)",10,RACE
305119,2014,DE,Delaware,3.3,3.3,2.7,3.9,"(39.008830667000495, -75.57774116799965)",10,GENDER
305120,2014,DE,Delaware,4.5,4.5,2.8,6.2,"(39.008830667000495, -75.57774116799965)",10,RACE
305121,2014,DE,Delaware,3.7,3.7,1.6,5.9,"(39.008830667000495, -75.57774116799965)",10,RACE
305122,2014,DE,Delaware,3.6,3.6,3.3,4.0,"(39.008830667000495, -75.57774116799965)",10,OVERALL
305123,2014,DE,Delaware,4.0,4.0,3.5,4.6,"(39.008830667000495, -75.57774116799965)",10,RACE
305124,2014,FL,Florida,3.9,3.9,3.2,4.6,"(28.932040377000476, -81.92896053899966)",12,RACE
305125,2014,FL,Florida,4.5,4.5,4.1,4.8,"(28.932040377000476, -81.92896053899966)",12,GENDER
305126,2014,FL,Florida,3.6,3.6,3.0,4.1,"(28.932040377000476, -81.92896053899966)",12,RACE
305127,2014,FL,Florida,3.2,3.2,2.8,3.5,"(28.932040377000476, -81.92896053899966)",12,GENDER
305128,2014,FL,Florida,5.3,5.3,3.5,7.1,"(28.932040377000476, -81.92896053899966)",12,RACE
305129,2014,FL,Florida,3.3,3.3,2.4,4.2,"(28.932040377000476, -81.92896053899966)",12,RACE
305130,2014,FL,Florida,3.8,3.8,3.6,4.1,"(28.932040377000476, -81.92896053899966)",12,OVERALL
305131,2014,FL,Florida,4.0,4.0,3.6,4.3,"(28.932040377000476, -81.92896053899966)",12,RACE
305132,2014,GA,Georgia,4.3,4.3,3.7,4.9,"(32.83968109300048, -83.62758034599966)",13,RACE
305133,2014,GA,Georgia,4.5,4.5,4.1,4.9,"(32.83968109300048, -83.62758034599966)",13,GENDER
305134,2014,GA,Georgia,3.8,3.8,2.7,4.9,"(32.83968109300048, -83.62758034599966)",13,RACE
305135,2014,GA,Georgia,3.4,3.4,3.0,3.9,"(32.83968109300048, -83.62758034599966)",13,GENDER
305136,2014,GA,Georgia,7.3,7.3,4.6,10.1,"(32.83968109300048, -83.62758034599966)",13,RACE
305137,2014,GA,Georgia,3.1,3.1,1.8,4.3,"(32.83968109300048, -83.62758034599966)",13,RACE
305138,2014,GA,Georgia,4.0,4.0,3.7,4.3,"(32.83968109300048, -83.62758034599966)",13,OVERALL
305139,2014,GA,Georgia,3.9,3.9,3.5,4.3,"(32.83968109300048, -83.62758034599966)",13,RACE
305140,2014,GU,Guam,,,,,"(13.444304, 144.793731)",66,RACE
305141,2014,GU,Guam,3.4,3.4,2.8,4.1,"(13.444304, 144.793731)",66,GENDER
305142,2014,GU,Guam,5.6,5.6,3.0,8.3,"(13.444304, 144.793731)",66,RACE
305143,2014,GU,Guam,3.3,3.3,2.6,4.1,"(13.444304, 144.793731)",66,GENDER
305144,2014,GU,Guam,3.7,3.7,2.5,4.9,"(13.444304, 144.793731)",66,RACE
305145,2014,GU,Guam,3.3,3.3,2.7,3.9,"(13.444304, 144.793731)",66,RACE
305146,2014,GU,Guam,3.4,3.4,2.9,3.9,"(13.444304, 144.793731)",66,OVERALL
305147,2014,GU,Guam,1.3,1.3,0.7,2.0,"(13.444304, 144.793731)",66,RACE
305148,2014,HI,Hawaii,4.2,4.2,2.2,6.2,"(21.304850435000446, -157.85774940299973)",15,RACE
305149,2014,HI,Hawaii,2.9,2.9,2.6,3.2,"(21.304850435000446, -157.85774940299973)",15,GENDER
305150,2014,HI,Hawaii,3.0,3.0,2.4,3.7,"(21.304850435000446, -157.85774940299973)",15,RACE
305151,2014,HI,Hawaii,2.7,2.7,2.4,3.0,"(21.304850435000446, -157.85774940299973)",15,GENDER
305152,2014,HI,Hawaii,3.7,3.7,3.2,4.1,"(21.304850435000446, -157.85774940299973)",15,RACE
305153,2014,HI,Hawaii,2.1,2.1,1.8,2.5,"(21.304850435000446, -157.85774940299973)",15,RACE
305154,2014,HI,Hawaii,2.8,2.8,2.6,3.0,"(21.304850435000446, -157.85774940299973)",15,OVERALL
305155,2014,HI,Hawaii,2.9,2.9,2.4,3.4,"(21.304850435000446, -157.85774940299973)",15,RACE
305156,2014,IA,Iowa,4.6,4.6,2.4,6.8,"(42.46940091300047, -93.81649055599968)",19,RACE
305157,2014,IA,Iowa,3.8,3.8,3.5,4.2,"(42.46940091300047, -93.81649055599968)",19,GENDER
305158,2014,IA,Iowa,2.2,2.2,1.2,3.2,"(42.46940091300047, -93.81649055599968)",19,RACE
305159,2014,IA,Iowa,2.4,2.4,2.1,2.7,"(42.46940091300047, -93.81649055599968)",19,GENDER
305160,2014,IA,Iowa,,,,,"(42.46940091300047, -93.81649055599968)",19,RACE
305161,2014,IA,Iowa,3.9,3.9,2.3,5.6,"(42.46940091300047, -93.81649055599968)",19,RACE
305162,2014,IA,Iowa,3.1,3.1,2.9,3.3,"(42.46940091300047, -93.81649055599968)",19,OVERALL
305163,2014,IA,Iowa,3.1,3.1,2.9,3.4,"(42.46940091300047, -93.81649055599968)",19,RACE
305164,2014,ID,Idaho,,,,,"(43.682630005000476, -114.3637300419997)",16,RACE
305165,2014,ID,Idaho,4.2,4.2,3.8,4.6,"(43.682630005000476, -114.3637300419997)",16,GENDER
305166,2014,ID,Idaho,3.2,3.2,2.2,4.2,"(43.682630005000476, -114.3637300419997)",16,RACE
305167,2014,ID,Idaho,2.4,2.4,2.0,2.7,"(43.682630005000476, -114.3637300419997)",16,GENDER
305168,2014,ID,Idaho,4.2,4.2,1.9,6.6,"(43.682630005000476, -114.3637300419997)",16,RACE
305169,2014,ID,Idaho,4.4,4.4,2.0,6.9,"(43.682630005000476, -114.3637300419997)",16,RACE
305170,2014,ID,Idaho,3.3,3.3,3.0,3.6,"(43.682630005000476, -114.3637300419997)",16,OVERALL
305171,2014,ID,Idaho,3.3,3.3,3.0,3.6,"(43.682630005000476, -114.3637300419997)",16,RACE
305172,2014,IL,Illinois,3.8,3.8,3.0,4.7,"(40.48501028300046, -88.99771017799969)",17,RACE
305173,2014,IL,Illinois,4.2,4.2,3.8,4.6,"(40.48501028300046, -88.99771017799969)",17,GENDER
305174,2014,IL,Illinois,3.6,3.6,2.8,4.3,"(40.48501028300046, -88.99771017799969)",17,RACE
305175,2014,IL,Illinois,3.0,3.0,2.6,3.3,"(40.48501028300046, -88.99771017799969)",17,GENDER
305176,2014,IL,Illinois,7.0,7.0,3.2,10.8,"(40.48501028300046, -88.99771017799969)",17,RACE
305177,2014,IL,Illinois,1.8,1.8,0.8,2.8,"(40.48501028300046, -88.99771017799969)",17,RACE
305178,2014,IL,Illinois,3.6,3.6,3.3,3.9,"(40.48501028300046, -88.99771017799969)",17,OVERALL
305179,2014,IL,Illinois,3.7,3.7,3.3,4.0,"(40.48501028300046, -88.99771017799969)",17,RACE
305180,2014,IN,Indiana,4.3,4.3,3.4,5.2,"(39.766910452000445, -86.14996019399968)",18,RACE
305181,2014,IN,Indiana,4.9,4.9,4.6,5.2,"(39.766910452000445, -86.14996019399968)",18,GENDER
305182,2014,IN,Indiana,3.4,3.4,2.4,4.4,"(39.766910452000445, -86.14996019399968)",18,RACE
305183,2014,IN,Indiana,3.5,3.5,3.2,3.9,"(39.766910452000445, -86.14996019399968)",18,GENDER
305184,2014,IN,Indiana,7.1,7.1,4.7,9.5,"(39.766910452000445, -86.14996019399968)",18,RACE
305185,2014,IN,Indiana,3.5,3.5,2.2,4.7,"(39.766910452000445, -86.14996019399968)",18,RACE
305186,2014,IN,Indiana,4.2,4.2,4.0,4.5,"(39.766910452000445, -86.14996019399968)",18,OVERALL
305187,2014,IN,Indiana,4.4,4.4,4.1,4.6,"(39.766910452000445, -86.14996019399968)",18,RACE
305188,2014,KS,Kansas,4.2,4.2,3.3,5.0,"(38.34774030000045, -98.20078122699965)",20,RACE
305189,2014,KS,Kansas,3.6,3.6,3.4,3.8,"(38.34774030000045, -98.20078122699965)",20,GENDER
305190,2014,KS,Kansas,2.5,2.5,2.0,3.1,"(38.34774030000045, -98.20078122699965)",20,RACE
305191,2014,KS,Kansas,2.5,2.5,2.2,2.7,"(38.34774030000045, -98.20078122699965)",20,GENDER
305192,2014,KS,Kansas,6.6,6.6,5.1,8.1,"(38.34774030000045, -98.20078122699965)",20,RACE
305193,2014,KS,Kansas,3.8,3.8,2.7,4.9,"(38.34774030000045, -98.20078122699965)",20,RACE
305194,2014,KS,Kansas,3.0,3.0,2.9,3.2,"(38.34774030000045, -98.20078122699965)",20,OVERALL
305195,2014,KS,Kansas,3.0,3.0,2.8,3.2,"(38.34774030000045, -98.20078122699965)",20,RACE
305196,2014,KY,Kentucky,3.4,3.4,2.3,4.5,"(37.645970271000465, -84.77497104799966)",21,RACE
305197,2014,KY,Kentucky,5.2,5.2,4.8,5.7,"(37.645970271000465, -84.77497104799966)",21,GENDER
305198,2014,KY,Kentucky,3.4,3.4,1.7,5.0,"(37.645970271000465, -84.77497104799966)",21,RACE
305199,2014,KY,Kentucky,3.9,3.9,3.4,4.4,"(37.645970271000465, -84.77497104799966)",21,GENDER
305200,2014,KY,Kentucky,10.6,10.6,6.8,14.4,"(37.645970271000465, -84.77497104799966)",21,RACE
305201,2014,KY,Kentucky,4.9,4.9,3.2,6.6,"(37.645970271000465, -84.77497104799966)",21,RACE
305202,2014,KY,Kentucky,4.6,4.6,4.2,4.9,"(37.645970271000465, -84.77497104799966)",21,OVERALL
305203,2014,KY,Kentucky,4.7,4.7,4.3,5.1,"(37.645970271000465, -84.77497104799966)",21,RACE
305204,2014,LA,Louisiana,4.0,4.0,3.5,4.5,"(31.31266064400046, -92.44568007099969)",22,RACE
305205,2014,LA,Louisiana,4.8,4.8,4.4,5.2,"(31.31266064400046, -92.44568007099969)",22,GENDER
305206,2014,LA,Louisiana,3.2,3.2,2.1,4.3,"(31.31266064400046, -92.44568007099969)",22,RACE
305207,2014,LA,Louisiana,3.1,3.1,2.7,3.5,"(31.31266064400046, -92.44568007099969)",22,GENDER
305208,2014,LA,Louisiana,3.2,3.2,1.5,4.9,"(31.31266064400046, -92.44568007099969)",22,RACE
